0.000000000000000, 1
0.332000583333333, 0
0.336578208333333, 1
0.341099083333333, 0
0.341649333333333, 1
0.343357166666667, 0
0.343905666666667, 1
0.345611750000000, 0
0.346160125000000, 1
0.347867458333333, 0
0.348416791666667, 1
0.348995250000000, 0
0.349544250000000, 1
0.350122666666667, 0
0.350672416666667, 1
0.351250291666667, 0
0.351800416666667, 1
0.352378250000000, 0
0.352926083333333, 1
0.353505750000000, 0
0.354054416666667, 1
0.355761333333333, 0
0.356308791666667, 1
0.358016375000000, 0
0.358567416666667, 1
0.360272458333333, 0
0.360822625000000, 1
0.361399750000000, 0
0.361949666666667, 1
0.362528375000000, 0
0.363075791666667, 1
0.363656125000000, 0
0.364202958333333, 1
0.364784750000000, 0
0.365333416666667, 1
0.365912541666667, 0
0.366459750000000, 1
0.368167416666667, 0
0.368716666666667, 1
0.370423625000000, 0
0.370971666666667, 1
0.372678750000000, 0
0.373225250000000, 1
0.373806666666667, 0
0.374353625000000, 1
0.374934541666667, 0
0.375482541666667, 1
0.376062500000000, 0
0.376611250000000, 1
0.377190083333333, 0
0.377739166666667, 1
0.378318458333333, 0
0.378866666666667, 1
0.379445916666667, 0
0.379992125000000, 1
0.380573500000000, 0
0.381124083333333, 1
0.381701625000000, 0
0.382251500000000, 1
0.383957083333333, 0
0.384505125000000, 1
0.386213041666667, 0
0.386760666666667, 1
0.388467833333333, 0
0.389017583333333, 1
0.390724541666667, 0
0.391272916666667, 1
0.392979583333333, 0
0.393527916666667, 1
